record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.temperature[C],record.unknown,record.heart_rate[bpm],record.enhanced_respiration_rate[Breaths/min],
"1089586143","546328994","-949027030","56197.3","6.746","369.79999999999995","24","1","123","26.43",
"1089586144","546329029","-949028023","56203.74","6.858","369.79999999999995","24","1","123","26.43",
"1089586145","546329074","-949029085","56210.72","7.017","369.79999999999995","24","1","123","27.85",
"1089586146","546329140","-949030174","56217.54","7.371","369.79999999999995","24","1","124","27.85",
"1089586147","546329247","-949031369","56225.41","7.614","369.79999999999995","24","1","124","27.85",
"1089586148","546329394","-949032582","56233.41","7.922","369.79999999999995","24","1","124","27.85",
"1089586149","546329575","-949033788","56241.18","8.136","369.79999999999995","24","1","124","27.85",
"1089586150","546329836","-949035049","56249.68","8.426","369.6","24","1","124","26.84",
"1089586151","546330162","-949036294","56257.95","8.715","369.6","24","1","124","26.84",
"1089586152","546330555","-949037601","56267.27","8.911","369.4","24","1","124","26.84",
"1089586153","546331041","-949038831","56276.31","9.069","369.4","24","1","124","26.84",
"1089586154","546331568","-949040027","56285.63","8.92","369.20000000000005","24","1","124","26.84",
"1089586155","546332130","-949041320","56295.57","9.816","369.0","24","1","124","28.91",
"1089586156","546332764","-949042517","56305.27","9.956","369.0","24","1","124","28.91",
"1089586157","546333530","-949043711","56315.83","10.478","368.79999999999995","24","1","124","28.91",
"1089586158","546334340","-949044959","56327.01","10.749","368.20000000000005","24","1","124","28.91",
"1089586159","546335207","-949046172","56338.21","11.132","367.79999999999995","24","1","124","28.91",
"1089586160","546336127","-949047434","56350.14","11.374","367.20000000000005","24","1","124","28.91",
"1089586161","546337101","-949048666","56362.34","11.803","366.79999999999995","24","1","124","30.69",
"1089586162","546338069","-949049838","56374.07","11.691","366.20000000000005","24","1","124","30.69",
"1089586163","546339063","-949051102","56386.45","11.962","365.79999999999995","24","1","124","30.69",
"1089586164","546340051","-949052431","56399.13","12.242","365.20000000000005","24","1","123","30.69",
"1089586165","546341063","-949053794","56412.39","12.69","364.79999999999995","24","1","123","30.69",
"1089586166","546342075","-949055210","56425.65","13.25","364.20000000000005","24","1","122","29.91",
"1089586167","546343149","-949056657","56439.37","13.707","363.6","24","1","122","29.91",
"1089586168","546344277","-949058121","56453.56","14.061","362.79999999999995","24","1","122","29.91",
"1089586169","546345409","-949059647","56468.12","14.388","362.20000000000005","24","1","121","29.91",
"1089586170","546346555","-949061171","56482.62","14.556","361.20000000000005","24","1","121","29.91",
"1089586171","546347735","-949062690","56497.41","14.761","360.20000000000005","24","1","120","28.6",
"1089586172","546348937","-949064228","56512.46","14.873","359.6","24","1","120","28.6",
"1089586173","546350110","-949065816","56527.45","14.836","358.79999999999995","24","1","120","28.6",
"1089586174","546351190","-949067520","56542.43","14.789","357.6","24","1","119","28.6",
"1089586175","546352426","-949069080","56557.72","14.817","356.4","24","1","118","26.94",
"1089586176","546353614","-949070739","56573.36","14.64","355.20000000000005","24","1","118","26.94",
"1089586177","546354756","-949072337","56588.61","14.416","354.0","24","1","117","26.94",
"1089586178","546355801","-949073925","56602.74","14.127","352.79999999999995","24","1","116","26.94",
"1089586179","546356812","-949075542","56616.64","13.865","352.0","24","1","115","26.94",
"1089586180","546357735","-949077191","56630.62","13.352","351.0","24","1","114","25.83",
"1089586181","546358531","-949078783","56643.48","12.764","350.20000000000005","24","1","114","25.83",
"1089586182","546359225","-949080350","56655.73","12.093","349.4","24","1","113","25.83",
"1089586183","546359788","-949081890","56667.12","11.439","349.20000000000005","24","1","113","25.83",
"1089586184","546360220","-949083387","56677.6","10.786","348.6","24","1","112","25.83",
"1089586185","546360595","-949084845","56687.78","10.208","348.6","24","1","112","26.28",
"1089586186","546360891","-949086274","56697.46","9.713","348.4","24","1","111","26.28",
"1089586187","546361071","-949087694","56706.81","9.349","348.20000000000005","24","1","111","26.28",
"1089586188","546361200","-949089110","56716.37","9.004","348.20000000000005","24","1","111","26.28",
"1089586189","546361255","-949090452","56725.19","8.724","347.79999999999995","24","1","111","26.28",
"1089586190","546361222","-949091765","56733.65","8.491","347.79999999999995","24","1","111","25.0",
"1089586191","546361146","-949093044","56742.09","8.286","347.79999999999995","24","1","111","25.0",
"1089586192","546361047","-949094277","56750.17","8.174","347.79999999999995","24","1","111","25.0",
"1089586193","546360892","-949095478","56758.14","8.118","347.79999999999995","24","1","111","25.0",
"1089586194","546360689","-949096614","56765.65","7.94","347.79999999999995","24","1","111","25.0",
"1089586195","546360480","-949097758","56773.12","7.903","347.79999999999995","24","1","111","25.0",
"1089586196","546360241","-949098917","56780.94","7.81","348.0","24","1","111","25.33",
"1089586197","546359983","-949100064","56788.71","7.875","348.0","24","1","111","25.33",
"1089586198","546359712","-949101194","56796.58","7.642","348.0","24","1","111","25.33",
"1089586199","546359402","-949102298","56804.11","7.642","348.0","24","1","111","25.33",
"1089586200","546359067","-949103363","56811.82","7.297","348.0","24","1","111","25.33",
"1089586201","546358750","-949104356","56818.96","7.026","348.0","24","1","111","26.33",
"1089586202","546358467","-949105301","56825.58","6.718","348.0","24","1","111","26.33",
"1089586203","546358194","-949106214","56831.96","6.364","348.0","24","1","111","26.33",
"1089586204","546357919","-949107054","56838.16","5.766","348.0","24","1","112","26.33",
"1089586205","546357693","-949107839","56843.93","5.318","348.20000000000005","24","1","112","26.33",
"1089586206","546357491","-949108551","56849.0","4.852","348.4","24","1","112","25.43",
"1089586207","546357319","-949109203","56853.62","4.441","348.4","24","1","113","25.43",
"1089586208","546357208","-949109791","56857.61","3.994","348.6","24","1","113","25.43",
"1089586209","546357036","-949110360","56861.58","4.068","349.0","24","1","113","25.43",
"1089586210","546356924","-949110917","56865.36","3.779","349.20000000000005","24","1","113","25.43",
"1089586211","546356782","-949111438","56869.02","3.415","349.6","24","1","113","24.43",
"1089586212","546356647","-949111915","56872.42","3.163","350.0","24","1","114","24.43",
"1089586213","546356516","-949112394","56875.59","3.331","350.20000000000005","24","1","114","24.43",
"1089586214","546356355","-949112872","56879.02","3.387","350.6","24","1","114","24.43",
"1089586215","546356256","-949113387","56882.48","3.48","351.0","24","1","114","24.43",
"1089586216","546356149","-949113890","56885.87","3.294","351.20000000000005","24","1","114","22.98",
"1089586217","546355979","-949114412","56889.76","3.49","351.6","24","1","115","22.98",
"1089586218","546355808","-949114865","56893.1","3.546","351.79999999999995","24","1","116","22.98",
"1089586219","546355687","-949115354","56896.48","3.546","352.20000000000005","24","1","116","22.98",
"1089586220","546355557","-949115878","56900.0","3.592","352.4","24","1","117","22.98",
"1089586221","546355409","-949116374","56903.52","3.49","352.79999999999995","24","1","118","24.77",
"1089586222","546355241","-949116903","56907.19","3.714","353.20000000000005","24","1","118","24.77",
"1089586223","546355077","-949117459","56911.07","3.863","353.4","24","1","120","24.77",
"1089586224","546354885","-949118026","56915.29","4.031","353.6","24","1","120","24.77",
"1089586225","546354738","-949118597","56919.37","4.05","353.79999999999995","24","1","121","24.39",
"1089586226","546354634","-949119217","56923.47","4.227","354.0","24","1","122","24.39",
"1089586227","546354474","-949119837","56927.71","4.236","354.20000000000005","24","1","122","24.39",
"1089586228","546354333","-949120501","56932.17","4.376","354.4","24","1","123","24.39",
"1089586229","546354120","-949121182","56937.08","4.777","354.6","24","1","124","24.39",
"1089586230","546353936","-949121852","56941.81","4.992","354.79999999999995","24","1","125","24.13",
"1089586231","546353735","-949122521","56946.42","5.039","355.0","24","1","125","24.13",
"1089586232","546353457","-949123316","56951.83","5.86","355.0","24","1","125","24.13",
"1089586233","546353122","-949124146","56958.06","6.046","355.20000000000005","24","1","126","24.13",
"1089586234","546352810","-949125100","56964.83","6.653","355.4","24","1","126","24.13",
"1089586235","546352460","-949126102","56972.15","7.035","355.4","24","1","127","24.13",
"1089586236","546352121","-949127159","56979.8","7.399","355.4","24","1","127","23.96",
"1089586237","546351776","-949128239","56987.51","7.688","355.4","24","1","128","23.96",
"1089586238","546351447","-949129356","56995.32","7.959","355.20000000000005","24","1","128","23.96",
"1089586239","546351099","-949130511","57003.44","8.183","355.0","24","1","129","23.96",
"1089586240","546350732","-949131684","57011.77","8.342","355.0","24","1","129","23.96",
"1089586241","546350351","-949132890","57020.5","8.575","355.0","24","1","129","23.45",
"1089586242","546349948","-949134161","57029.51","8.92","354.79999999999995","24","1","129","23.45",
"1089586243","546349594","-949135550","57039.12","9.321","354.6","24","1","130","23.45",
"1089586244","546349257","-949136981","57049.03","9.676","354.20000000000005","24","1","130","23.45",
"1089586245","546348893","-949138526","57059.69","10.198","354.0","24","1","130","23.45",
"1089586246","546348502","-949140091","57070.6","10.488","353.6","24","1","129","25.48",
"1089586247","546348076","-949141727","57081.93","11.076","353.4","24","1","129","25.48",
"1089586248","546347633","-949143411","57093.72","11.477","353.20000000000005","24","1","129","25.48",
"1089586249","546347162","-949145105","57105.59","11.766","352.79999999999995","24","1","129","25.48",
"1089586250","546346705","-949146874","57118.14","12.065","352.20000000000005","24","1","129","25.48",
"1089586251","546346254","-949148610","57129.92","12.298","351.79999999999995","24","1","129","25.64",
"1089586252","546345791","-949150399","57142.35","12.307","351.20000000000005","24","1","129","25.64",
"1089586253","546345305","-949152196","57154.94","12.335","351.0","24","1","128","25.64",
"1089586254","546344846","-949153983","57167.49","12.158","350.4","24","1","128","25.64",
"1089586255","546344370","-949155710","57179.6","11.99","350.0","24","1","128","25.64",
"1089586256","546343958","-949157385","57191.45","11.43","349.20000000000005","24","1","128","24.97",
"1089586257","546343518","-949159010","57202.89","11.421","349.0","24","1","128","24.97",
"1089586258","546343152","-949160637","57214.18","11.15","348.4","24","1","127","24.97",
"1089586259","546342761","-949162234","57225.17","11.243","348.20000000000005","24","1","127","24.97",
"1089586260","546342361","-949163853","57236.4","11.393","347.79999999999995","24","1","127","24.97",
"1089586261","546341947","-949165495","57247.6","11.533","347.6","24","1","126","24.52",
"1089586262","546341479","-949167169","57259.08","11.654","347.20000000000005","24","1","125","24.52",
"1089586263","546341009","-949168853","57270.8","11.533","347.0","24","1","125","24.52",
"1089586264","546340572","-949170522","57282.68","11.197","346.79999999999995","24","1","125","24.52",
"1089586265","546340142","-949172076","57293.6","10.936","346.4","24","1","124","24.52",
"1089586266","546339730","-949173571","57304.01","10.609","346.20000000000005","24","1","124","23.83",
"1089586267","546339349","-949175080","57314.4","10.282","345.79999999999995","24","1","124","23.83",
"1089586268","546338990","-949176582","57324.87","9.947","345.20000000000005","24","1","123","23.83",
"1089586269","546338595","-949178010","57334.98","9.909","345.0","24","1","123","23.83",
"1089586270","546338207","-949179397","57344.83","9.797","345.0","24","1","122","23.83",
"1089586271","546337845","-949180758","57354.37","9.788","344.79999999999995","24","1","122","23.83",
"1089586272","546337504","-949182156","57363.88","9.872","344.79999999999995","24","1","122","23.83",
"1089586273","546337104","-949183581","57373.91","9.975","344.79999999999995","24","1","121","23.83",
"1089586274","546336719","-949184981","57383.54","10.003","344.79999999999995","24","1","120","24.65",
"1089586275","546336317","-949186412","57393.79","9.975","344.79999999999995","24","1","120","24.65",
"1089586276","546335922","-949187794","57403.41","10.04","344.6","24","1","119","24.65",
